"id","PCC","AgencyName","GDSGroup","GDS","IATA","TVPNewBusinessExecutive","TVPAccountManagerExecutive","BusinessType","City","UF","Region","MIDT","TSO2013","TSO2014","TSO2015","TSO12Months"
"QNTB221039633757","QNTB22103","1001 TURISMO E VIAGENS ","AMA","AMA","9633757","PROSPECT","PROSPECT","LEISURE","NITEROI","RJ","SUDESTE","593","          -   ","          -   ","          -   ","  "
"IJUB221009634420","IJUB22100","14 BIS VIAGENS E TURISMO ","AMA","AMA","9634420","PROSPECT","PROSPECT","LEISURE","IJUI","RS","SUL","836","          -   ","          -   ","          -   ","  "
"THEB221050000000","THEB22105","1A CLASSE VIAGENS E TURISMO ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","TERESINA","PI","NORDESTE","501","          -   ","          -   ","          -   ","  "
"RIOB221V39930409","RIOB221V3","2001 TRAVEL AGEN DE VGNS E TUR ","AMA","AMA","9930409","PROSPECT","PROSPECT","LEISURE","RIO DE JANEIRO","RJ","SUDESTE","364","          -   ","          -   ","          -   ","  "
"QCVB2210C0000000","QCVB2210C","2R VIAGENS E TURISMO .","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","GUARULHOS","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"2RT99999999","2RT9","360 VIAGENS E TURISMO","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"RIOB2220S9634079","RIOB2220S","3DNB VIAGENS TURISMO ","AMA","AMA","9634079","PROSPECT","PROSPECT","LEISURE","RIO DE JANEIRO","RJ","SUDESTE","1.081","          -   ","          -   ","          -   ","  "
"T9JG9999999","T9JG","4 ESTACOES VIAGENS E TURISMO L","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","BELO HORIZONTE","MG","SUDESTE","304","          -   ","          -   ","          -   ","  "
"N1JG9999999","N1JG","4 PONTOS TURISMO ","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","BELO HORIZONTE","MG","SUDESTE","350","          -   ","          -   ","          -   ","  "
"BSBB2215A0000000","BSBB2215A","55 TRAVEL BOUTIQUE","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","BRASILIA","DF","CENTRO-OESTE","0","          -   ","          -   ","          -   ","  "
"5FZ05704282","5FZ0","7 MARES VIAGENS E TURISMO ","TVP","GAL","5704282","WILLIAM","WILLIAM","LEISURE","CURITIBA","PR","SUL","405","        474 ","        386 ","        204 ","     1.080 "
"RIOB221DM0000000","RIOB221DM","7 MARES VIAGENS E TURISMO ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","RIO DE JANEIRO","RJ","SUDESTE","12","          -   ","          -   ","          -   ","  "
"GQ0G5750497","GQ0G","9000 VIAGENS E TURISMO LTDA.","SAB","SAB","5750497","PROSPECT","PROSPECT","LEISURE","MARINGA ","PR","SUL","50","          -   ","          -   ","          -   ","  "
"39OZ9634446","39OZ","9TOUR","TVP","GAL","9634446","PROSPECT","PROSPECT","LEISURE","RIO DE JANEIRO","RJ","SUDESTE","0","          -   ","          -   ","          -   ","          -   "
"X2PC9999999","X2PC","A & L HOTEIS, TURISMO E EVENTO","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","GOIANIA","GO","CENTRO-OESTE","0","          -   ","          -   ","          -   ","  "
"BSBB221AP0000000","BSBB221AP","A & T TURISMO","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","BRASILIA","DF","CENTRO-OESTE","1.236","          -   ","          -   ","          -   ","  "
"S2UF9999999","S2UF","A 8 TURISMO, EVENTOS E CONSUTO","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","CRISTALINA","GO","CENTRO-OESTE","334","          -   ","          -   ","          -   ","  "
"4EKG9999999","4EKG","A A VIP TRAVEL - EIRELI - ME","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","GOIANIA","GO","CENTRO-OESTE","43","          -   ","          -   ","          -   ","  "
"L5CF9634064","L5CF","A FERRARI AGENCIA DE VIAGENS L","SAB","SAB","9634064","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","719","          -   ","          -   ","          -   ","  "
"2PFG9999999","2PFG","A GAIA AGENCIA DE VIAGENS E TU","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","CAXIAS DO SUL","RS","SUL","149","          -   ","          -   ","          -   ","  "
"FRCB221015750428","FRCB22101","A INTERNACIONAL DE FRANCA AG. DE VIAGENS","AMA","AMA","5750428","PROSPECT","PROSPECT","LEISURE","FRANCA","SP","SUDESTE","927","          -   ","          -   ","          -   ","  "
"D8X95750428","D8X9","A INTERNACIONAL DE FRANCA AG. DE VIAGENS","SAB","SAB","5750428","PROSPECT","PROSPECT","LEISURE","FRANCA","SP","SUDESTE","-45","          -   ","          -   ","          -   ","  "
"0FSA5751743","0FSA","A JATO TURISMO","SAB","SAB","5751743","PROSPECT","PROSPECT","LEISURE","ANAPOLIS","GO","CENTRO-OESTE","0","          -   ","          -   ","          -   ","  "
"MGFB2210D9971790","MGFB2210D","A N C VIAGENS E SERVICOS .","AMA","AMA","9971790","PROSPECT","PROSPECT","LEISURE","MARINGA","PR","SUL","168","          -   ","          -   ","          -   ","  "
"74JG9999999","74JG","A R K TURISMO LTDA - ME","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","JUNDIAI","SP","SUDESTE","363","          -   ","          -   ","          -   ","  "
"QSEB221065752440","QSEB22106","CVC","AMA","AMA","5752440","PROSPECT","DANIEL","TOUR OPERATOR","SANTO ANDRE","SP","SUDESTE","25.426","          -   ","          -   ","          -   ","  "
"MCPB2210A0000000","MCPB2210A","A. COSTA DA SILVA - ME","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","MACAPA","AP","NORTE","0","          -   ","          -   ","          -   ","  "
"FORB221000000000","FORB22100","A3 TURISMO E RECEPTIVO LTDA","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","FORTALEZA","CE","NORDESTE","239","","          -   ","          -   ",""
"POAB2213U5750636","POAB2213U","AB TURISMO ","AMA","AMA","5750636","PROSPECT","PROSPECT","LEISURE","PORTO ALEGRE","RS","SUL","1.129","          -   ","          -   ","          -   ","  "
"SSAB2213E5751255","SSAB2213E","ABAETE VIAGENS E TURISMO ","AMA","AMA","5751255","PROSPECT","PROSPECT","LEISURE","SALVADOR","BA","NORDESTE","60","          -   ","          -   ","          -   ","  "
"SAO2S21005750956","SAO2S2100","STB","AMA","AMA","5750956","PROSPECT","RENATA","TOUR OPERATOR","SAO PAULO","SP","SUDESTE","41.064","          -   ","          -   ","          -   ","  "
"SAOB2210S5757521","SAOB2210S","VISUAL TURISMO ","AMA","AMA","5757521","PROSPECT","RENATA","TOUR OPERATOR","SAO PAULO","SP","SUDESTE","26.082","          -   ","          -   ","          -   ","  "
"7IJG9999999","7IJG","ABAV - NACIONAL - SP","SAB","SAB","9999999","TESTE","TESTE","Othrs","SAO PAULO","SP","SUDESTE","56","          -   ","          -   ","          -   ","  "
"RIOB2235I9972682","RIOB2235I","ABC - AG BRASILEIRA DE COMERCIO ","AMA","AMA","9972682","PROSPECT","RICARDO","CORPORATE","RIO DE JANEIRO","RJ","SUDESTE","10.638","          -   ","          -   ","          -   ","  "
"RIOB2217N5750657","RIOB2217N","ABC - AG BRASILEIRA DE COMERCIO ","AMA","AMA","5750657","PROSPECT","RICARDO","CORPORATE","RIO DE JANEIRO","RJ","SUDESTE","8.072","          -   ","          -   ","          -   ","  "
"RIOB2235J9972692","RIOB2235J","ABC - AG BRASILEIRA DE COMERCIO ","AMA","AMA","9972692","PROSPECT","RICARDO","CORPORATE","RIO DE JANEIRO","RJ","SUDESTE","771","          -   ","          -   ","          -   ","  "
"RIOB2235K9974689","RIOB2235K","ABC - AG BRASILEIRA DE COMERCIO ","AMA","AMA","9974689","PROSPECT","RICARDO","CORPORATE","RIO DE JANEIRO","RJ","SUDESTE","422","          -   ","          -   ","          -   ","  "
"RIOB2210V5750657","RIOB2210V","ABC - AG BRASILEIRA DE COMERCIO ","AMA","AMA","5750657","PROSPECT","RICARDO","CORPORATE","RIO DE JANEIRO","RJ","SUDESTE","2.845","          -   ","          -   ","          -   ","  "
"RIOB2235L9974690","RIOB2235L","ABC - AG BRASILEIRA DE COMERCIO ","AMA","AMA","9974690","PROSPECT","RICARDO","CORPORATE","RIO DE JANEIRO","RJ","SUDESTE","252","          -   ","          -   ","          -   ","  "
"RIOB2235Q9975470","RIOB2235Q","ABC - AG BRASILEIRA DE COMERCIO ","AMA","AMA","9975470","PROSPECT","RICARDO","CORPORATE","RIO DE JANEIRO","RJ","SUDESTE","20","          -   ","          -   ","          -   ","  "
"RIOB2235F5754400","RIOB2235F","ABC - AG BRASILEIRA DE COMERCIO ","AMA","AMA","5754400","PROSPECT","RICARDO","CORPORATE","RIO DE JANEIRO","RJ","SUDESTE","2.252","          -   ","          -   ","          -   ","  "
"RIOB2235H9972654","RIOB2235H","ABC - AG BRASILEIRA DE COMERCIO ","AMA","AMA","9972654","PROSPECT","RICARDO","CORPORATE","RIO DE JANEIRO","RJ","SUDESTE","585","          -   ","          -   ","          -   ","  "
"RIOB221255754609","RIOB22125","ABC - AG BRASILEIRA DE COMERCIO ","AMA","AMA","5754609","PROSPECT","RICARDO","CORPORATE","RIO DE JANEIRO","RJ","SUDESTE","0","          -   ","          -   ","          -   ","  "
"QHPB221050000000","QHPB22105","ABC TURISMO AGENCIA DE VIAGENS ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","TAUBATE","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"QHPB221030000000","QHPB22103","ABC TURISMO AGENCIA DE VIAGENS ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","TAUBATE","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"VR6C9999999","VR6C","ABC TURISMO AGENCIA DE VIAGENS ","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","CURITIBA","PR","SUL","0","          -   ","          -   ","          -   ","  "
"05FC5751549","05FC","ABORDO TURISMO","SAB","SAB","5751549","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","8","          -   ","          -   ","          -   ","  "
"JTCB221105756135","JTCB22110","ABORDO TURISMO","AMA","AMA","5756135","PROSPECT","PROSPECT","LEISURE","CAMPINAS","SP","SUDESTE","470","          -   ","          -   ","          -   ","  "
"7K4C5705838","7K4C","ABOUT TRIP VIAGENS E TURISMO","TVP","GAL","5705838","WILLIAM","WILLIAM","LEISURE","SAO PAULO","SP","SUDESTE","0","          59 ","         (53)","          -   ","        300 "
"BI1B9999999","BI1B","ABRA INTERNACIONAL","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","BELO HORIZONTE","MG","SUDESTE","36","          -   ","          -   ","          -   ","  "
"FO69999999","FO6","ABREUTUR","TVP","GAL","9999999","FERNANDA","WILLIAM","TOUR OPERATOR","SAO PAULO","SP","SUDESTE","2.708","        211 ","     2.100 ","     1.356 ","  "
"2JK5782228","2JK","ABREUTUR","TVP","GAL","5782228","FERNANDA","FERNANDA","TOUR OPERATOR","RIO DE JANEIRO","RJ","SUDESTE","12.559","   23.922 ","    19.033 ","     6.575 ","          -   "
"35A65782228","35A6","ABREUTUR","TVP","GAL","5782228","FERNANDA","FERNANDA","TOUR OPERATOR","RIO DE JANEIRO","RJ","SUDESTE","11.983","   13.821 ","    13.472 ","     6.749 ","  "
"39XS5782228","39XS","ABREUTUR","TVP","GAL","5782228","FERNANDA","FERNANDA","TOUR OPERATOR","RIO DE JANEIRO","RJ","SUDESTE","3.384","     3.174 ","     3.174 ","     1.800 ","  "
"C4J5782228","C4J","ABREUTUR","TVP","GAL","5782228","FERNANDA","FERNANDA","TOUR OPERATOR","RIO DE JANEIRO","RJ","SUDESTE","3.396","     5.364 ","     3.613 ","     1.579 ","  "
"70K95782228","70K9","ABREUTUR","TVP","GAL","5782228","FERNANDA","FERNANDA","TOUR OPERATOR","RIO DE JANEIRO","RJ","SUDESTE","4.154","     2.529 ","     2.981 ","     1.969 ","  "
"53FS5782228","53FS","ABREUTUR","TVP","GAL","5782228","FERNANDA","FERNANDA","TOUR OPERATOR","RIO DE JANEIRO","RJ","SUDESTE","4.120","","","     2.094 ",""
"3R225782228","3R22","ABREUTUR","TVP","GAL","5782228","FERNANDA","FERNANDA","TOUR OPERATOR","RIO DE JANEIRO","RJ","SUDESTE","5.670","","","     3.023 ",""
"3R685782228","3R68","ABREUTUR","TVP","GAL","5782228","FERNANDA","FERNANDA","TOUR OPERATOR","RIO DE JANEIRO","RJ","SUDESTE","2.308","","","     1.358 ",""
"4MX5782228","4MX","ABREUTUR","TVP","GAL","5782228","FERNANDA","FERNANDA","TOUR OPERATOR","RIO DE JANEIRO","RJ","SUDESTE","1.305","","","        785 ",""
"4MX9999999","4MX","ABREUTUR","TVP","GAL","9999999","FERNANDA","FERNANDA","TOUR OPERATOR","RIO DE JANEIRO","RJ","SUDESTE","1.305","","","        785 ",""
"RIOB2210B0000000","RIOB2210B","ABT AGENCIA BRASILEIRA DE TURISMO ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","RIO DE JANEIRO","RJ","SUDESTE","527","          -   ","          -   ","          -   ","  "
"SAOB221535759147","SAOB22153","NEW AGE VGNS E TUR ","AMA","AMA","5759147","PROSPECT","KELLY","TOUR OPERATOR","SAO PAULO","SP","SUDESTE","30.717","          -   ","          -   ","          -   ","  "
"5FX39999999","5FX3","ABV TURISMO","TVP","GAL","9999999","WILLIAM","WILLIAM","LEISURE","BELO HORIZONTE","MG","SUDESTE","1.294","        573 ","        293 ","        152 ","        600 "
"RIOB221MU0000000","RIOB221MU","ABVTUR AGENCIA BOA VIAGEM E TURISMO LTD","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","RIO DE JANEIRO","RJ","SUDESTE","1.157","          -   ","          -   ","          -   ","  "
"SAOB221M15751570","SAOB221M1","ADV - OPERADORA DE TURISMO ","AMA","AMA","5751570","PROSPECT","RENATA","TOUR OPERATOR","SAO PAULO","SP","SUDESTE","24.062","          -   ","          -   ","          -   ","  "
"RECB221205757172","RECB22120","ACADEMIC TRAVEL TURISMO ","AMA","AMA","5757172","PROSPECT","DANIEL","LEISURE","RECIFE","PE","NORDESTE","2.663","          -   ","          -   ","          -   ","  "
"RIOB221800000000","RIOB22180","ACALENTO TURISMO S/S ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","RIO DE JANEIRO","RJ","SUDESTE","251","          -   ","          -   ","          -   ","  "
"NC1G9999999","NC1G","ACANTO AGENCIA DE TURISMO ","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","JOINVILLE","SC","SUL","0","          -   ","          -   ","          -   ","  "
"SAOB2215G0000000","SAOB2215G","ACAO VIAGENS E TURISMO ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","328","          -   ","          -   ","          -   ","  "
"Z42G5750561","Z42G","ACAPULCO AGENCIA DE VIAG","SAB","SAB","5750561","WILLIAM","WILLIAM","LEISURE","GUARULHOS","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"71R5750561","71R","ACAPULCO AGENCIA DE VIAG","TVP","GAL","5750561","WILLIAM","WILLIAM","LEISURE","GUARULHOS","SP","SUDESTE","0","          -   ","          -   ","          -   ","          -   "
"PZ9G9999999","PZ9G","ACARAU AGENCIA DE VIAGENS E TU","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","UNKNOWN","UNKNOWN","UNKNOWN","0","          -   ","          -   ","          -   ","  "
"ITJB221070000000","ITJB22107","ACATUR - FUNDACAO DE ENSINO PESQUISAS","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","CAMBORIU","SC","SUL","56","          -   ","          -   ","          -   ","  "
"74B15751537","74B1","ACC TOURS OP RIO","TVP","GAL","5751537","FERNANDA","FERNANDA","TOUR OPERATOR","RIO DE JANEIRO","RJ","SUDESTE","1.281","     2.047 ","     1.333 ","        410 ","     2.700 "
"SJKB2210U9931576","SJKB2210U","ACCETUR AGENCIA DE TURISMO ","AMA","AMA","9931576","PROSPECT","PROSPECT","LEISURE","GUARATINGUETA","SP","SUDESTE","316","          -   ","          -   ","          -   ","  "
"ME099999999","ME09","ACE TOUR VIAGENS E TURISMO LTD","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","443","          -   ","          -   ","          -   ","  "
"POAYF31020000000","POAYF3102","ACELERA VIAGENS E TURISMO ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","PORTO ALEGRE","RS","SUL","259","          -   ","          -   ","          -   ","  "
"SJPB221090000000","SJPB22109","ACF VIAGENS E TURISMO LTDA-ME","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","SAO JOSE DO RIO PRETO","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"VIXB221119931585","VIXB22111","ACN VIAGENS E TURISMO ","AMA","AMA","9931585","PROSPECT","PROSPECT","LEISURE","VITORIA","ES","SUDESTE","0","          -   ","          -   ","          -   ","  "
"POAYF31010000000","POAYF3101","ACORES TURISMO","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","RIO PARDO","RS","SUL","0","          -   ","          -   ","          -   ","  "
"FLNB221045757879","FLNB22104","ACORIANA VGNS E TURISMO ","AMA","AMA","5757879","PROSPECT","DANIEL","LEISURE","FLORIANOPOLIS","SC","SUL","5.159","          -   ","          -   ","          -   ","  "
"BHZB221050000000","BHZB22105","ACOTUR - VALE DO ACO TURISMO ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","BELO HORIZONTE","MG","SUDESTE","207","          -   ","          -   ","          -   ","  "
"RIOB2214Q0000000","RIOB2214Q","ACROPOLIS VIAGENS E TURISMO ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","DUQUE DE CAXIAS","RJ","SUDESTE","0","          -   ","          -   ","          -   ","  "
"3Q49999999","3Q4","ACROSS VIAGENS  SAFARIS","TVP","GAL","9999999","ROSANA","ROSANA","LEISURE","BRASILIA","DF","CENTRO-OESTE","0","          -   ","          -   ","          -   ","          -   "
"QK5G9999999","QK5G","ACTA TURISMO","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"0U1C5751549","0U1C","ACTA TURISMO","SAB","SAB","5751549","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","9","          -   ","          -   ","          -   ","  "
"5SE59999999","5SE5","ACTE VIAGENS E. TURISMO","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"D96A9631216","D96A","ACTEON TOURS","SAB","SAB","9631216","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","151","          -   ","          -   ","          -   ","  "
"G515706454","G51","ACTIVE TOUR","TVP","GAL","5706454","MARCIA","MARCIA","LEISURE","FLORIANOPOLIS","SC","SUL","1.740","     1.728 ","     1.380 ","        606 ","     1.800 "
"H0NH9999999","H0NH","ACTIVE TRIPS VIAGENS E TURISMO","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","63","","          -   ","          -   ",""
"V25F5752324","V25F","ACTIVIA VIAGENS E TURISMO ","SAB","SAB","5752324","RICARDO","FERNANDA","LEISURE","RIO DE JANEIRO","RJ","SUDESTE","4","          -   ","          -   ","          -   ","  "
"RIOB2213H5752324","RIOB2213H","ACTIVIA VIAGENS E TURISMO ","AMA","AMA","5752324","RICARDO","FERNANDA","CORPORATE","RIO DE JANEIRO","RJ","SUDESTE","426","          -   ","          -   ","          -   ","  "
"7D5X5752324","7D5X","ACTIVIA VIAGENS E TURISMO ","TVP","GAL","5752324","FERNANDA","FERNANDA","LEISURE","RIO DE JANEIRO","RJ","SUDESTE","152","          78 ","        139 ","          -   ","     3.504 "
"CWBB2210Q9930282","CWBB2210Q","AD TRAVEL TURISMO ","AMA","AMA","9930282","PROSPECT","PROSPECT","LEISURE","CURITIBA","PR","SUL","891","          -   ","          -   ","          -   ","  "
"4HJ75750078","4HJ7","MONDIALE (ANCORADOURO)","SAB","SAB","5750078","MARCELO","MARCELO","TOUR OPERATOR","RIBEIRAO PRETO","SP","SUDESTE","1.297","          -   ","          -   ","          -   ","  "
"52VF9999999","52VF","ADALBERTO DANTAS DO AMARAL - M","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","DESCALVADO","SP","SUDESTE","683","          -   ","          -   ","          -   ","  "
"BSBB2212F0000000","BSBB2212F","ADAMO TURISMO CARGAS E REPRES.","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","BRASILIA","DF","CENTRO-OESTE","0","          -   ","          -   ","          -   ","  "
"7LV55703950","7LV5","ADDETUR VIAGENS E TURISMO ","SAB","SAB","5703950","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","517","          -   ","          -   ","          -   ","  "
"BPSB221005750434","BPSB22100","ADELTOUR AGENCIA VIAGENS ","AMA","AMA","5750434","PROSPECT","PROSPECT","LEISURE","PORTO SEGURO","BA","NORDESTE","448","          -   ","          -   ","          -   ","  "
"HM1F5752440","HM1F","CVC","SAB","SAB","5752440","PROSPECT","DANIEL","TOUR OPERATOR","SANTO ANDRE","SP","SUDESTE","285","          -   ","          -   ","          -   ","  "
"BELB2211H0000000","BELB2211H","ADETUR - AMAZONIA DESENV. E TUR ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","BELEM","PA","NORTE","282","          -   ","          -   ","          -   ","  "
"BELB2210S0000000","BELB2210S","ADETUR - AMAZONIA DESENV. E TUR ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","BELEM","PA","NORTE","0","          -   ","          -   ","          -   ","  "
"JOIB221005750384","JOIB22100","ADINCO PASSAGENS E TURISMO  (REDETUR)","AMA","AMA","5750384","PROSPECT REDETUR","DANIEL","CORPORATE","JOINVILLE","SC","SUL","3.698","          -   ","          -   ","          -   ","  "
"JOIB2257X9974571","JOIB2257X","ADINCO PASSAGENS E TURISMO  (REDETUR)","AMA","AMA","9974571","PROSPECT REDETUR","DANIEL","CORPORATE","JOINVILLE","SC","SUL","0","          -   ","          -   ","          -   ","  "
"JOIB2257Y9974572","JOIB2257Y","ADINCO PASSAGENS E TURISMO  (REDETUR)","AMA","AMA","9974572","PROSPECT REDETUR","DANIEL","CORPORATE","JOINVILLE","SC","SUL","0","          -   ","          -   ","          -   ","  "
"SAOB221CH5752386","SAOB221CH","ADJ VIAGENS E TURISMO ","AMA","AMA","5752386","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","301","          -   ","          -   ","          -   ","  "
"0FRG5755663","0FRG","ADMIRAL TOURS VIAGENS E TURISM","SAB","SAB","5755663","PROSPECT","PROSPECT","LEISURE","RIO DE JANEIRO","RJ","SUDESTE","741","          -   ","          -   ","          -   ","  "
"RIOB221A69633953","RIOB221A6","ADNET VIAGENS E TURISMO .","AMA","AMA","9633953","PROSPECT","PROSPECT","LEISURE","RIO DE JANEIRO","RJ","SUDESTE","2.247","          -   ","          -   ","          -   ","  "
"BHZB221020000000","BHZB22102","ADONAI PROMOTORA DE TURISMO ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","BELO HORIZONTE","MG","SUDESTE","446","          -   ","          -   ","          -   ","  "
"VK6G9999999","VK6G","ADORNO TURISMO  - ME","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","4","          -   ","          -   ","          -   ","  "
"5IIG9999999","5IIG","ADRIA VIAGENS E TURISMO LTDA -","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","BRASILIA","DF","CENTRO-OESTE","595","          -   ","          -   ","          -   ","  "
"JTCC321005751278","JTCC32100","ADRIANA GABRIELE VGNS TURISMO ","AMA","AMA","5751278","PROSPECT","PROSPECT","LEISURE","BAURU","SP","SUDESTE","445","          -   ","          -   ","          -   ","  "
"Y71G9999999","Y71G","ADRIANA KLIEMANN VIAGENS","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","PORTO ALEGRE","RS","SUL","89","          -   ","          -   ","          -   ","  "
"RIOYF310M0000000","RIOYF310M","ADRIANA MARTINS DA FONSECA","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","RIO DE JANEIRO","RJ","SUDESTE","0","          -   ","          -   ","          -   ","  "
"BPSB2210B0000000","BPSB2210B","ADRIANA REIS DOS SANTOS ME","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","PORTO SEGURO","BA","NORDESTE","4","          -   ","          -   ","          -   ","  "
"N6E79999999","N6E7","ADRIANA TURISMO","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","CAMPINAS","SP","SUDESTE","2.118","          -   ","          -   ","          -   ","  "
"QHEB221045750381","QHEB22104","ADRIATICA AG. DE VIAGENS E TURISMO ","AMA","AMA","5750381","PROSPECT","PROSPECT","LEISURE","SAO BENTO DO SUL","SC","SUL","1.355","          -   ","          -   ","          -   ","  "
"XO8C5780789","XO8C","ADRIMAR TURISMO-AGENCIA DE","SAB","SAB","5780789","PROSPECT","PROSPECT","LEISURE","RIO DE JANEIRO","RJ","SUDESTE","950","          -   ","          -   ","          -   ","  "
"75JU9999999","75JU","ADSP VIAGENS","TVP","GAL","9999999","WILLIAM","WILLIAM","LEISURE","SAO PAULO","SP","SUDESTE","443","        454 ","        389 ","        220 ","        600 "
"SAOB221Q85797738","SAOB221Q8","KANGAROO TOURS","AMA","AMA","5797738","PROSPECT","DANIEL","TOUR OPERATOR","SAO PAULO","SP","SUDESTE","27.183","          -   ","          -   ","          -   ","  "
"H5H75785159","H5H7","QUEENSBERRY","SAB","SAB","5785159","SAMANTHA","SAMANTHA","TOUR OPERATOR","SAO PAULO","SP","SUDESTE","381","          -   ","          -   ","          -   ","  "
"I6FC9999999","I6FC","ADVANCE","SAB","SAB","9999999","MARCELO","MARCELO","CONSOLIDATOR","SAO PAULO","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"H6PG5751409","H6PG","ADVANCE","SAB","SAB","5751409","MARCELO","MARCELO","CONSOLIDATOR","SAO PAULO","SP","SUDESTE","16","          -   ","          -   ","          -   ","  "
"MZ1G5751409","MZ1G","ADVANCE","SAB","SAB","5751409","MARCELO","MARCELO","CONSOLIDATOR","SAO PAULO","SP","SUDESTE","8","          -   ","          -   ","          -   ","  "
"SAOB221CJ5751409","SAOB221CJ","ADVANCE","AMA","AMA","5751409","MARCELO","MARCELO","CONSOLIDATOR","SAO PAULO","SP","SUDESTE","150.551","          -   ","          -   ","          -   ","  "
"G1V75751409","G1V7","ADVANCE","SAB","SAB","5751409","MARCELO","MARCELO","CONSOLIDATOR","SAO PAULO","SP","SUDESTE","105.719","          -   ","          -   ","          -   ","  "
"2SI5751409","2SI","ADVANCE","TVP","GAL","5751409","MARCELO","MARCELO","CONSOLIDATOR","SAO PAULO","SP","SUDESTE","8.445","     1.948 ","     4.329 ","     3.418 ","    12.996 "
"2YLA5751409","2YLA","ADVANCE","SAB","SAB","5751409","MARCELO","MARCELO","CONSOLIDATOR","SAO PAULO","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"RAOB2211L5755901","RAOB2211L","ADVANCE","AMA","AMA","5755901","MARCELO","MARCELO","CONSOLIDATOR","RIBEIRAO PRETO","SP","SUDESTE","16.232","          -   ","          -   ","          -   ","  "
